,first_category,second_category,third_category,brand,price,counts,sales,days
526,服饰内衣,男装,针织衫,罗蒙（ROMON）,179.0,50,8950.0,49
527,母婴,童装,T恤,Classic Teddy,59.9,17,1018.3,0
528,母婴,童装,T恤,Gap,99.0,4,396.0,0
529,母婴,童装,T恤,史努比（SNOOPY）,62.9,9,566.1,9
530,母婴,童装,T恤,史努比（SNOOPY）,71.9,6,431.40000000000003,0
531,母婴,童装,T恤,多妙屋,49.9,4,199.6,0
532,母婴,童装,T恤,真维斯（Jeanswest）,79.9,4,319.6,2
533,母婴,童装,T恤,迪士尼（Disney）,49.0,21,1029.0,21
534,母婴,童装,儿童配饰,卡度熊（KADUXIONG）,26.8,44,1179.2,0
535,母婴,童装,儿童配饰,泡椒熊（pepperbear）,14.9,50,745.0,50
536,母婴,童装,儿童配饰,爱宝适,18.6,16,297.6,1
537,母婴,童装,内衣裤,恒源祥,69.0,9,621.0,0
538,母婴,童装,卫衣,Classic Teddy,79.9,2,159.8,0
539,母婴,童装,卫衣,李宁（LI-NING）,119.0,2,238.0,0
540,母婴,童装,卫衣,李宁（LI-NING）,59.0,1,59.0,1
